praf	pmek	plcg	PIP2	PIP3	p44.42	pakts473	PKA	PKC	P38	pjnk	expt
high	high	high	high	low	high	high	low	high	high	high	4_cd3cd28+g0076
high	high	high	high	low	high	high	low	high	high	high	4_cd3cd28+g0076
high	high	high	high	medium	high	high	low	high	high	high	4_cd3cd28+g0076
high	high	high	high	low	high	high	low	high	high	high	4_cd3cd28+g0076
high	high	high	high	low	high	high	low	high	high	high	4_cd3cd28+g0076
high	high	high	high	low	high	high	low	high	high	high	4_cd3cd28+g0076
high	high	high	high	medium	high	high	low	high	high	high	4_cd3cd28+g0076
high	high	high	high	medium	high	high	low	high	high	high	4_cd3cd28+g0076
high	high	high	high	low	medium	high	low	high	high	high	4_cd3cd28+g0076
high	high	high	high	high	high	high	low	high	high	high	4_cd3cd28+g0076
high	high	high	high	low	high	high	low	high	high	high	4_cd3cd28+g0076
medium	high	medium	medium	high	high	high	low	high	high	high	4_cd3cd28+g0076
high	high	high	high	low	high	high	low	high	high	high	4_cd3cd28+g0076
high	high	high	high	low	high	high	low	high	high	high	4_cd3cd28+g0076
high	high	high	high	medium	high	high	low	high	high	high	4_cd3cd28+g0076
high	high	high	high	low	medium	high	low	high	high	high	4_cd3cd28+g0076
high	high	high	high	medium	high	high	low	high	high	high	4_cd3cd28+g0076
high	high	high	high	low	high	high	low	high	high	high	4_cd3cd28+g0076
high	high	high	high	medium	high	high	low	high	high	high	4_cd3cd28+g0076
high	high	high	high	medium	high	high	low	high	high	high	4_cd3cd28+g0076
high	high	high	high	low	high	high	low	high	high	high	4_cd3cd28+g0076
high	high	high	high	medium	high	high	low	high	high	high	4_cd3cd28+g0076
high	high	high	high	low	high	high	low	high	high	high	4_cd3cd28+g0076
high	high	high	high	high	high	high	low	high	high	high	4_cd3cd28+g0076
high	high	high	high	low	medium	high	low	high	high	high	4_cd3cd28+g0076
high	high	high	high	low	high	high	low	high	high	medium	4_cd3cd28+g0076
high	high	high	high	high	high	high	low	high	high	high	4_cd3cd28+g0076
high	high	high	medium	medium	high	high	low	high	high	high	4_cd3cd28+g0076
high	high	high	high	medium	high	high	low	high	high	high	4_cd3cd28+g0076
high	high	high	high	medium	low	low	low	high	high	high	4_cd3cd28+g0076
high	high	high	high	high	high	high	low	high	high	high	4_cd3cd28+g0076
high	high	high	high	medium	high	high	low	high	high	high	4_cd3cd28+g0076
high	high	high	medium	low	medium	high	low	high	high	high	4_cd3cd28+g0076
high	high	high	high	medium	high	high	low	high	high	high	4_cd3cd28+g0076
high	high	high	high	high	high	high	low	high	high	high	4_cd3cd28+g0076
high	high	high	high	high	high	high	low	high	high	high	4_cd3cd28+g0076
high	high	high	high	low	high	high	low	high	high	high	4_cd3cd28+g0076
high	high	high	high	medium	high	high	low	high	high	high	4_cd3cd28+g0076
high	high	high	high	low	high	high	low	high	high	high	4_cd3cd28+g0076
high	high	high	high	medium	high	high	low	high	high	high	4_cd3cd28+g0076
high	high	high	medium	high	high	high	low	high	high	high	4_cd3cd28+g0076
high	high	high	high	high	high	high	low	high	high	high	4_cd3cd28+g0076
high	high	high	high	high	high	high	low	high	high	high	4_cd3cd28+g0076
high	high	high	high	low	high	high	low	high	high	high	4_cd3cd28+g0076
high	high	high	high	high	high	high	low	high	high	high	4_cd3cd28+g0076
high	high	high	high	low	high	high	low	high	high	high	4_cd3cd28+g0076
high	high	high	high	low	high	high	low	high	high	high	4_cd3cd28+g0076
high	high	high	high	low	high	high	low	high	high	high	4_cd3cd28+g0076
high	high	high	high	high	high	high	low	high	high	high	4_cd3cd28+g0076
high	high	high	high	low	high	high	low	high	high	high	4_cd3cd28+g0076
high	high	high	high	low	high	high	low	high	high	high	4_cd3cd28+g0076
high	high	high	high	medium	high	high	low	high	high	high	4_cd3cd28+g0076
high	high	high	high	low	high	high	low	high	high	high	4_cd3cd28+g0076
high	high	high	high	medium	high	high	low	high	high	high	4_cd3cd28+g0076
high	high	high	high	low	high	high	low	high	high	high	4_cd3cd28+g0076
medium	high	high	high	high	high	high	low	high	high	high	4_cd3cd28+g0076
high	high	high	high	medium	high	high	low	high	high	high	4_cd3cd28+g0076
high	high	high	high	low	high	high	low	high	high	high	4_cd3cd28+g0076
high	high	high	high	low	high	high	low	high	high	high	4_cd3cd28+g0076
high	high	high	high	medium	high	high	low	high	high	high	4_cd3cd28+g0076
high	high	high	high	medium	high	high	low	high	high	high	4_cd3cd28+g0076
high	high	high	high	low	high	high	low	high	high	high	4_cd3cd28+g0076
high	high	high	high	medium	high	high	low	high	high	high	4_cd3cd28+g0076
high	high	high	high	medium	high	high	low	high	high	high	4_cd3cd28+g0076
high	high	high	high	medium	high	high	low	high	high	high	4_cd3cd28+g0076
high	high	high	high	high	high	high	low	high	high	high	4_cd3cd28+g0076
high	high	high	high	low	high	high	low	high	high	high	4_cd3cd28+g0076
high	high	high	high	low	high	high	low	high	high	high	4_cd3cd28+g0076
high	high	high	high	low	high	high	low	high	high	high	4_cd3cd28+g0076
high	high	high	high	low	low	low	low	high	high	high	4_cd3cd28+g0076
high	high	high	high	low	medium	high	low	high	high	high	4_cd3cd28+g0076
high	high	high	high	medium	high	high	low	high	high	high	4_cd3cd28+g0076
high	high	high	high	low	high	high	low	high	high	high	4_cd3cd28+g0076
high	high	high	high	low	high	high	low	high	high	high	4_cd3cd28+g0076
high	high	medium	medium	high	high	high	low	high	high	high	4_cd3cd28+g0076
high	high	high	high	medium	high	high	low	high	high	high	4_cd3cd28+g0076
high	high	high	high	low	high	high	low	high	high	high	4_cd3cd28+g0076
medium	high	high	high	medium	low	medium	low	high	high	high	4_cd3cd28+g0076
high	high	high	high	low	high	high	low	high	high	high	4_cd3cd28+g0076
high	high	high	high	high	high	high	low	high	high	high	4_cd3cd28+g0076
high	high	high	high	medium	high	high	low	medium	high	high	4_cd3cd28+g0076
high	high	high	high	low	high	high	low	high	high	high	4_cd3cd28+g0076
high	high	high	high	medium	medium	high	low	high	high	high	4_cd3cd28+g0076
high	high	high	high	low	high	high	low	high	high	high	4_cd3cd28+g0076
high	high	high	high	high	medium	high	low	high	high	high	4_cd3cd28+g0076
high	high	high	high	low	low	medium	low	high	high	high	4_cd3cd28+g0076
high	high	high	high	low	high	high	low	high	high	high	4_cd3cd28+g0076
high	high	high	high	low	low	medium	low	high	high	high	4_cd3cd28+g0076
high	high	high	high	low	high	high	low	high	high	high	4_cd3cd28+g0076
high	high	high	high	low	high	high	low	high	high	high	4_cd3cd28+g0076
high	high	high	high	low	high	high	low	high	high	high	4_cd3cd28+g0076
high	high	high	high	medium	high	high	low	high	high	high	4_cd3cd28+g0076
high	high	high	high	high	low	low	low	high	high	high	4_cd3cd28+g0076
high	high	high	high	medium	high	high	low	high	high	high	4_cd3cd28+g0076
high	high	high	high	low	high	high	low	high	high	high	4_cd3cd28+g0076
high	high	high	high	high	high	high	low	high	high	high	4_cd3cd28+g0076
high	high	high	high	low	high	high	low	high	high	high	4_cd3cd28+g0076
high	high	high	high	low	high	high	low	high	high	high	4_cd3cd28+g0076
high	high	high	high	high	high	high	low	high	high	high	4_cd3cd28+g0076
high	high	high	high	medium	high	high	low	high	high	high	4_cd3cd28+g0076
high	high	high	high	low	high	high	low	high	high	high	4_cd3cd28+g0076
high	high	high	high	low	high	high	low	high	high	high	4_cd3cd28+g0076
high	high	high	high	low	low	high	low	high	high	high	4_cd3cd28+g0076
high	high	high	high	high	high	high	low	high	high	high	4_cd3cd28+g0076
high	high	high	high	low	high	high	low	high	high	high	4_cd3cd28+g0076
high	high	high	high	low	low	low	low	low	medium	high	4_cd3cd28+g0076
high	high	high	high	low	high	high	low	high	high	high	4_cd3cd28+g0076
high	high	high	high	high	high	high	low	high	high	high	4_cd3cd28+g0076
medium	low	low	low	low	medium	medium	low	low	medium	high	5_cd3cd28+psitect
medium	medium	medium	low	high	high	medium	low	low	low	medium	5_cd3cd28+psitect
low	low	low	low	medium	high	high	high	low	low	medium	5_cd3cd28+psitect
low	medium	low	low	medium	high	high	high	medium	high	medium	5_cd3cd28+psitect
low	low	low	low	low	medium	medium	medium	medium	low	medium	5_cd3cd28+psitect
low	low	NA	medium	high	high	high	high	medium	medium	low	5_cd3cd28+psitect
low	low	low	NA	low	high	high	medium	medium	medium	low	5_cd3cd28+psitect
medium	low	low	low	medium	high	medium	medium	medium	medium	high	5_cd3cd28+psitect
low	medium	low	low	medium	low	low	medium	medium	medium	medium	5_cd3cd28+psitect
medium	low	low	low	NA	high	high	high	medium	medium	low	5_cd3cd28+psitect
medium	high	NA	low	low	NA	low	low	medium	medium	low	5_cd3cd28+psitect
low	medium	low	low	low	low	medium	low	medium	medium	medium	5_cd3cd28+psitect
low	medium	medium	low	medium	medium	medium	low	medium	medium	medium	5_cd3cd28+psitect
low	medium	low	low	medium	low	low	low	medium	medium	high	5_cd3cd28+psitect
low	medium	low	low	high	low	low	high	high	high	medium	5_cd3cd28+psitect
medium	high	NA	low	low	high	high	high	medium	low	medium	5_cd3cd28+psitect
low	medium	low	low	medium	medium	high	low	high	medium	medium	5_cd3cd28+psitect
low	medium	low	NA	high	high	high	high	high	high	high	5_cd3cd28+psitect
medium	medium	low	low	medium	medium	low	medium	medium	medium	medium	5_cd3cd28+psitect
medium	medium	low	low	low	medium	low	low	high	medium	medium	5_cd3cd28+psitect
low	low	low	low	medium	high	high	high	high	high	medium	5_cd3cd28+psitect
low	high	low	low	low	medium	low	medium	medium	medium	low	5_cd3cd28+psitect
medium	medium	low	NA	medium	high	medium	medium	high	high	medium	5_cd3cd28+psitect
medium	medium	low	low	high	low	medium	high	medium	medium	low	5_cd3cd28+psitect
medium	medium	low	high	medium	medium	medium	high	low	low	high	5_cd3cd28+psitect
medium	medium	NA	low	low	low	medium	high	medium	high	medium	5_cd3cd28+psitect
high	high	low	low	low	high	high	medium	medium	medium	medium	5_cd3cd28+psitect
medium	medium	medium	low	low	high	high	high	medium	high	low	5_cd3cd28+psitect
medium	medium	low	high	high	medium	medium	low	high	medium	medium	5_cd3cd28+psitect
medium	low	low	low	low	high	medium	medium	medium	medium	medium	5_cd3cd28+psitect
medium	medium	low	NA	medium	low	medium	high	medium	low	high	5_cd3cd28+psitect
medium	high	low	low	medium	high	medium	low	high	medium	medium	5_cd3cd28+psitect
low	medium	low	low	high	high	high	medium	low	low	high	5_cd3cd28+psitect
low	low	low	low	medium	high	high	high	high	high	medium	5_cd3cd28+psitect
low	medium	low	low	low	medium	high	low	medium	medium	medium	5_cd3cd28+psitect
medium	low	low	high	medium	low	low	medium	medium	medium	medium	5_cd3cd28+psitect
low	low	low	low	medium	medium	medium	medium	medium	medium	medium	5_cd3cd28+psitect
low	medium	medium	low	medium	low	low	medium	medium	medium	medium	5_cd3cd28+psitect
low	medium	low	low	medium	medium	medium	high	medium	medium	medium	5_cd3cd28+psitect
low	medium	low	low	high	high	high	high	high	high	medium	5_cd3cd28+psitect
low	low	low	low	low	medium	high	high	medium	medium	medium	5_cd3cd28+psitect
medium	high	low	low	low	medium	low	low	high	high	medium	5_cd3cd28+psitect
medium	low	low	low	low	medium	medium	low	medium	medium	medium	5_cd3cd28+psitect
low	medium	low	low	medium	medium	medium	medium	medium	medium	medium	5_cd3cd28+psitect
medium	medium	medium	low	medium	medium	high	high	medium	medium	low	5_cd3cd28+psitect
medium	medium	low	low	low	medium	medium	low	low	medium	high	5_cd3cd28+psitect
low	low	low	high	high	high	high	high	high	high	medium	5_cd3cd28+psitect
medium	low	low	NA	medium	medium	high	high	medium	medium	medium	5_cd3cd28+psitect
medium	medium	low	low	medium	high	high	high	low	low	NA	5_cd3cd28+psitect
high	high	low	low	high	high	high	high	medium	high	medium	5_cd3cd28+psitect
low	low	low	low	high	high	high	high	low	medium	high	5_cd3cd28+psitect
medium	medium	medium	low	medium	high	medium	medium	high	high	medium	5_cd3cd28+psitect
low	medium	low	high	high	medium	medium	high	medium	medium	high	5_cd3cd28+psitect
medium	medium	low	low	medium	medium	low	medium	high	high	medium	5_cd3cd28+psitect
medium	low	NA	low	low	high	high	high	medium	medium	medium	5_cd3cd28+psitect
low	low	low	low	medium	low	medium	low	medium	medium	low	5_cd3cd28+psitect
low	medium	NA	low	low	high	high	high	medium	medium	medium	5_cd3cd28+psitect
medium	low	low	low	high	high	high	high	medium	medium	low	5_cd3cd28+psitect
low	medium	medium	low	medium	high	high	low	medium	medium	high	5_cd3cd28+psitect
medium	medium	low	low	medium	medium	medium	low	medium	medium	low	5_cd3cd28+psitect
medium	medium	low	low	NA	medium	high	high	low	medium	medium	5_cd3cd28+psitect
medium	low	low	low	low	medium	high	high	low	low	high	5_cd3cd28+psitect
medium	low	low	low	low	low	low	low	medium	high	low	5_cd3cd28+psitect
medium	medium	low	NA	low	medium	low	medium	medium	medium	medium	5_cd3cd28+psitect
low	medium	low	NA	medium	medium	medium	medium	medium	medium	high	5_cd3cd28+psitect
low	low	low	medium	medium	medium	medium	low	medium	medium	medium	5_cd3cd28+psitect
low	low	low	low	medium	high	high	medium	low	high	low	5_cd3cd28+psitect
medium	medium	low	low	low	medium	low	medium	medium	high	low	5_cd3cd28+psitect
medium	medium	low	high	high	high	high	medium	medium	medium	low	5_cd3cd28+psitect
medium	medium	low	low	medium	low	medium	medium	low	low	high	5_cd3cd28+psitect
high	high	NA	NA	medium	medium	medium	low	high	high	medium	5_cd3cd28+psitect
medium	medium	medium	low	medium	low	medium	medium	low	low	medium	5_cd3cd28+psitect
medium	medium	medium	low	medium	high	high	high	medium	medium	medium	5_cd3cd28+psitect
medium	medium	low	low	medium	high	high	medium	high	medium	medium	5_cd3cd28+psitect
medium	medium	low	low	low	medium	high	high	medium	medium	medium	5_cd3cd28+psitect
high	medium	NA	low	medium	high	high	high	medium	medium	low	5_cd3cd28+psitect
low	medium	low	low	low	high	high	high	low	medium	high	5_cd3cd28+psitect
medium	high	low	high	medium	high	high	high	low	medium	high	5_cd3cd28+psitect
medium	medium	low	low	low	high	medium	low	medium	high	medium	5_cd3cd28+psitect
low	medium	low	low	medium	medium	high	high	low	low	high	5_cd3cd28+psitect
medium	medium	low	low	medium	low	medium	high	medium	medium	medium	5_cd3cd28+psitect
medium	medium	NA	low	low	high	high	high	low	medium	high	5_cd3cd28+psitect
high	high	low	NA	low	medium	medium	low	low	low	high	5_cd3cd28+psitect
medium	medium	low	low	NA	high	high	high	high	high	high	5_cd3cd28+psitect
medium	low	low	low	low	high	high	high	high	high	high	5_cd3cd28+psitect
low	low	low	low	low	high	high	high	medium	medium	low	5_cd3cd28+psitect
high	medium	low	low	medium	high	high	medium	medium	medium	low	5_cd3cd28+psitect
low	low	medium	low	medium	low	low	medium	medium	medium	medium	5_cd3cd28+psitect
medium	medium	low	NA	medium	medium	medium	low	high	high	medium	5_cd3cd28+psitect
medium	medium	low	low	low	medium	high	high	medium	high	high	5_cd3cd28+psitect
high	medium	low	low	low	high	high	high	high	high	medium	5_cd3cd28+psitect
low	medium	medium	medium	high	high	high	high	medium	medium	medium	5_cd3cd28+psitect
medium	low	low	low	low	medium	medium	low	medium	medium	low	5_cd3cd28+psitect
medium	medium	low	low	medium	low	low	medium	high	high	high	5_cd3cd28+psitect
high	high	low	low	low	high	medium	high	high	high	medium	5_cd3cd28+psitect
medium	medium	medium	low	medium	high	high	high	medium	high	high	5_cd3cd28+psitect
medium	medium	low	NA	medium	high	high	high	low	low	high	5_cd3cd28+psitect
medium	medium	low	NA	high	high	high	medium	low	low	medium	5_cd3cd28+psitect
low	low	low	low	medium	medium	low	low	high	high	medium	5_cd3cd28+psitect
medium	medium	medium	low	high	low	medium	high	medium	medium	medium	5_cd3cd28+psitect
medium	medium	low	low	low	high	medium	medium	low	medium	high	5_cd3cd28+psitect
medium	medium	low	low	medium	low	low	medium	medium	high	medium	5_cd3cd28+psitect
medium	low	low	low	low	medium	medium	medium	low	medium	high	5_cd3cd28+psitect
medium	low	low	low	NA	medium	medium	low	medium	medium	medium	5_cd3cd28+psitect
medium	medium	low	low	medium	high	high	high	medium	medium	low	5_cd3cd28+psitect
low	medium	low	low	low	low	medium	high	high	high	medium	5_cd3cd28+psitect
high	high	NA	low	low	medium	medium	low	medium	high	high	5_cd3cd28+psitect
high	high	low	NA	low	medium	medium	medium	low	high	high	5_cd3cd28+psitect
low	medium	low	NA	low	high	medium	medium	medium	medium	medium	5_cd3cd28+psitect
medium	medium	NA	low	medium	high	high	high	high	high	medium	5_cd3cd28+psitect
medium	medium	low	low	low	medium	low	medium	high	high	medium	5_cd3cd28+psitect
low	medium	low	low	medium	medium	low	medium	medium	medium	medium	5_cd3cd28+psitect
medium	medium	low	low	medium	low	medium	medium	medium	medium	medium	5_cd3cd28+psitect
medium	medium	low	low	medium	medium	high	high	medium	medium	low	5_cd3cd28+psitect
medium	medium	NA	low	medium	high	high	high	low	medium	high	5_cd3cd28+psitect
low	medium	NA	low	medium	medium	medium	low	high	high	medium	5_cd3cd28+psitect
high	medium	low	low	medium	high	high	high	high	high	high	5_cd3cd28+psitect
medium	medium	low	low	medium	medium	medium	low	high	high	high	5_cd3cd28+psitect
high	high	low	low	low	low	medium	medium	low	low	high	5_cd3cd28+psitect
high	high	low	low	medium	high	high	high	high	high	medium	5_cd3cd28+psitect
high	high	low	low	low	high	high	high	low	low	high	5_cd3cd28+psitect
medium	medium	low	low	high	medium	medium	low	low	low	high	5_cd3cd28+psitect
high	high	medium	low	medium	high	high	medium	low	medium	high	5_cd3cd28+psitect
medium	medium	low	low	low	high	high	high	medium	medium	medium	5_cd3cd28+psitect
low	low	low	low	low	low	low	medium	medium	high	medium	5_cd3cd28+psitect
high	high	medium	NA	low	high	high	low	high	high	medium	5_cd3cd28+psitect
medium	medium	low	low	medium	high	high	high	low	high	high	5_cd3cd28+psitect
